sentiment,text_preprocessed
1,mas gibran pimpin memprioritaskan rakyat
1,anies rasyid baswedan muhaimin iskandar
0,pilih jokowi ahok jokow kerja maksud presiden jokow kerja maksud pilih presiden prabowo jokow kerja presiden
0,ganteng mas gibran tambah pas pakai sarung
1,si angin prabowo ratus hektar pribadi prabowo raya iri
0,heran kualitas presiden jokowi batas prabowo iya menang kalah sayang sejarah karir
0,ha mohon mohon pilih mohon mohon pilih prabowo ngeyil
0,anies muhaimin oke prabowo
1,ganjar mahfud visioner solusi sehat mental kreatif pos konseling kampus genius visi misi ganjar memahfud
0,sayang hasil gagas ide sandi tahun buru si anies pikir gagas orang ketar tir calon tuju prabowo tuju jam ha
1,moga ganjar mahfud md pimpin amanah cetar bahana jaga sehat
0,sekedar paham gus muhaimin gampang pakai istilah bahas arab beliau debat rakyat paham gagas pimpin bangsa bawa negara iya
0,jonan presiden muhaimin deh wapres tuju
1,takut tagih data kali anies
0,ulang ulang rakyat tewas bela pilpres tinggal
1,masya allah bangga presiden cerdas keren puluh calon setara cerdas ragu pilih anies baswedan muhaimin presiden indonesia
1,ning atikoh jiwa mimang jos cerdas negara ganjar mahfud ku pilih orang insya allah putar beliau beliau presiden indonesia
1,ganjar mahfud pimpin pimpin inklusif lapis masyarakat nikmat hasil kembang dagang juara
0,iya anjir malam iseng bahas prabowo debat eh ungkit anies kasih prabowo nilai anies bawa bawa prabowo orang licik cari sari salah
0,mbak lahir an marah orang tua marah marah atmosfer malam prabowo bingkai pas marah marah orang tua anak
1,data baru prabowo gibran unggul kelompok masyarakat desa kota lulus sd kuliah petan profesional
0,profesor mahfud atas prabowo kabinet menkopolhukam bawah menhan sana tawa profesor
0,debat cawapres hancur gibran makan asam sulfat
0,nama prabowo gibran keenakan nama lambung amin anies muhaimin menang
0,ew manusia jelek iya bawa bawa orang tua abah anies
1,anies salah kandidat kuat capres salah pilih calon senjata slepet
0,gibran gibrannya
1,pasang anies rasyid baswedan a muhaimin iskandar indonesia
0,gaya langit asli kosong
1,ganjar ganjar ragu
1,bangun fasilitas layan jiwa rumah sakit ganjar mahfud sistem sehat dukung sehat mental visi misi ganjar memahfud
0,cie iri ini ganjar dukung penuh si istri
-1,amat anies salah langgar etika penting pribadi
1,anies kritik kinerja menhan ri capres
0,mudah mudah cak imin mahfud kapok kontestasi pilpres trauma temu gibran
0,sentimen negatif jokowi yakin anies masuk putar kejut lolos suara putar
1,ganjar mahfud anggap tandem milik kredibilitas cipta ubah struktural kelola uang negara hebat
1,misi anies muhaimin galak giat olahraga masyarakat bangun fasilitas olahraga kualitas perhati sehat fisik warga
0,anies baswedan ikut debat pilpres perdana amin kuasa ilmu perintah hukum ham berantas korupsi kuat demokrasi tingkat layan publik rukun warga
0,kocak calon anies baswedan muhaimin iskandar calon prabowo subianto gibran rakabuming calon ganjar pranowo mahfud md
0,suara anies menang dukung ganjar pikat
0,nilai leceh mbak anies gubernur berkat andil prabowo
0,tonton debat capres malam tebak tebakan ayo hewan sayang prabowo nama hobi prabowo anjing setir
0,guling sampean bilang investor asing masuk ikn investor negeri sih kuasa kondisi peletakan batu
0,keluarga nahdlatul ulama kbnu deklarasi dukung pasang anies baswedan muhaimin iskandar amin milu presiden wakil
1,prabowo genius
1,dukung ganjar mahfud menang milu putar beban sat set merdeka coblos wae
1,ganjar mahfud hebat iya
0,erick thohir tonton bareng debat capres
-1,sumpah prabowo niat ganti wapres pikir pikir patut pilih nya
1,anies muhaimin mempromosikan pola tanam efisien ramah lingkung
0,bawa anak anak muda anak anak presiden dunia kali maksud
1,capres cawapres urut anies muhaimin indonesia kuat ubah indonesia amin
0,kuat daulat rakyat gerak melawan keparat menang pasang ganjar mahfud
1,sih ganjar mahfud sat set sat set tindak cepat
1,calon pimpin hebat bijaksana mahfud ganjar memahfud sat set baik pokok ragu pilih ganjar memahfud
0,bilang bija maksimal bilang doni doni koesoema kritik anies laku kurikulum penuh kritik putus anies bikin sekolah pakai kurikulum
1,pikir inovatif prabowo gibran jadi langkah langkah pimpin selang maju
0,allah mbak ha
0,gibran menang debat kemarin koar koar seakan lantik capresnya bantai habis habis langsung main korban isi gagas
0,beda kelas bumi mars alam ganjar intelek cerdas gibran ndoweh sapi birahi
0,jaga anies super ketat sih
0,tong
0,etika ini
0,anies muhaimin maksud
1,program anies muhaimin luas jaring layan pendidikan pra sekolah didi kualitas anak usia embang kurikulum agam
0,kuping congek an gibran banget
0,muhaimin memuhaim kandar
0,penyebaran bansos pinggir jalan wiwi kroni bentuk kepanikan deras dukung alir bendung elemen masyarakat pasang anies muhaimin indonesia diaspora negeri
1,dukung prabowo gibran
0,buka debat profesor mahfud kemarin
0,tolong ingat capresnya zikir jujur sedih lihat kondisi prabowo debat mudah mudah an khusnul khotimah
0,ho oh mbak nir adab
0,maju ganjar mahfud menang
1,optimis ganjar mahfud menang putar
0,anies baswedan pilih wakanda indonesia
1,anies pilih baik ayo pilih teman teman pin kalah ganjar pilih anies putar kalah pilih pas
0,prabowo singgung serang leceh gemar dasar emosi gilir mpud min emosi serang olok olok gemar bocah etik
0,omong solo asli amburadul ganjar mahfud sat set sat set
1,visi ganjar mahfud cipta lapang kerja tumbuh sektor dagang juara sat set
1,soliditas pks anies muhaimin bentuk komitmen tegak adil lapis masyarakat pilih pks coblos amin
0,alah mungut suara anies buzer
1,sori buzer murni dukung anies bayar beliau sosok integritas cerdas
0,muka belimbing sayur taruh mana
1,ekspektasi kinerja beliau salah jalur pikir eh iya iya beliau pandang publik anies iya ulah buzer kuasa
1,anies sindir ikn debat capres rakyat butuh bangun istana presiden
0,ha sedia emosi capres urut hilang kendali dukung buta mata hati
0,survei asli anies unggul survei metode siluman rilis lembaga survei anies kalah bingung lembaga survei survei nya mana bikin voting
0,esensi beda senyum anies celangak celinguk gibran profesor mahfud kemarin ha
-1,prabowo anies temu ide
1,ganjar mahfud anggap pimpin milik visi kelola sumber daya negara bijak top
-1,anies bilang tutup ikn bangun puskesmas bodoh lihat visi misi
0,duga milu rawan curang jujur adil pasang calon presiden anies muhaimin ganjar mahfud mundur kontestasi biar milu delegitimasi revolusi
1,anies cerdas empatik rakyat
0,tuju eksekusi cak imin berani omong anies umpang lambung keren tinggal bilang iya tuju pikir karno pelaksanaannya rebut proyek usaha adik prabowo tolak
1,hangat sikap mas gibran klepek klepek
-1,tim anies tim ganjar patah culas kepala toyor toyor anak haram konstitusi
1,curang milu insya allah anies muhaimin menang pilpres
0,senggol fahri
0,mas lihat debat kemarin akademisi pejabat amat abang gojek bakul sayur anggur rakyat jelata baik jelas debat mayoritas tonton paham
0,cemas kritisisme literasi analisis masyarakat debat kemarin gagas bapak bikin tim argumen lemah profesor mahfud paham realitas beliau penyampaian
-1,fadli kuping dengar anies sebut nilai tni beda nilai kerja tni nilai kerja kemenhan
0,menang mas gibran adik wakil presiden
0,anies kinerja kemenhan pimpin prabowo salah debat substansi nya
1,ki colok ganjar mudah cerna orang awam penyampaiannya enakeun
0,juru bicara tim menang nasional anies baswedan muhaimin iskandar timnas amin angga putra fidrian buka suara sindir cawapres nomor urut
1,banding anies bangsa prabowo laku
0,narkoba kali iya orang ubah drastis
1,hasil ganjar mahfud yakin lanjut pimpin positif juara
0,geng jokowi ajar si bocil gibran
1,iya allah jadi anies muhaimin presiden wakil presiden amin iya rabb
-1,prabowo tipu bisnis lancar sisa abdi rakyat
1,fokus perhati perilaku korup pejabat ganjar mahfud contoh pimpin bersih etika hebat sat set
1,anies orang sabar pandai kontrol emosi ledak ledak
-1,prabowo emosi serang anies jokowi diktator gubernur untung meja depan ha
1,ganjar mahfud tawar strategi cerdas manfaat teknologi dukung kembang dagang digital top sat set
-1,muhaimin keringat dingin malam ulang omong mahfud
1,hasil survei sih prabowo gibran kuat mari kawal teman teman
1,alam ganjar alias anak e mbak
1,misi anies muhaimin galak kampanye hijau kota perhati taman kota ruang buka hijau dukung program tanam pohon kota
1,hati prabowo
0,debat cawapres muhaimin iskandar keok gibran rakabuming raka
1,anies milik jiwa pimpin kuat
0,iya mati
1,visi anies muhaimin inisiasi bija inklusi sosial masyarakat marjinal perhati butuh kelompok rentan akses setara layan publik
1,ganjar mahfud indonesia maju ganjar memahfud sat set sat set
0,lucu pas ganjar kaget umur durian
0,dana desa miliar slepetan gus muhaimin perin
0,iya genuin emosi iya om ha maaf
1,rakyat optimis ganjar mahfud bawa transformasi positif kelola uang negara wujud adil sosial hebat
0,cukong cukong naga ha awok ha ha tuju bentuk nya ikn
0,bagus hibur bayar tukang survei miliar miliar idiot
1,ganjar sosok inspiratif beliau milik ahli pimpin milik peduli masyarakat
0,alhamdulillah berkat rahmat allah swt anies baswedan menang allah swt benar
0,ganti paslon imin anies muhaimin
-1,anies muhaimin wakil
1,ganjar mahfud perhati lanjut lingkung embang sektor dagang hebat
0,ganjar berani bicara nilai debat putar putar berani nilai anies anies hadap dingin mari jujur nilai
0,nyata bilang anies pecat becus kerja hubung langsung sumber
0,evaluasi pasca debat capres memang anies via
0,woi tolong muhaimin iskandar tinggi kaget
0,iya siram api konflik horizontal iya pantek kritisi puja prabowo subianto inisiator polarisasi negeri sewatados sih malu suka golong
0,moga lekas sembuh
0,sibuk cebok ini
1,bija progresif ganjar mahfud buka peluang luas pelaku usaha negeri juara
0,maklum si vee takut lapar iya balik derajat hina jilat mending pindah dukung hati nurani enes
0,calon wakil presiden gus muhaimin ikuti debat ekonomi ekonomi rakyat ekonomi digital uang pajak tata kelola apbn apbd investasi dagang infrastruktur kota
0,ustaz kemarin pas anies rendah prabowo dukung gibran rendah main gimik sok sok suci ustaz fitnah
1,ubah indonesia pilih anies muhaimin
0,pahlawan jago retorika bangkit jajah londo hitam komplain sih
0,rakyat ukur rumah ruang keluarga prabowo rakyat
0,kasihan aktif kali langsung sama sok asyik twitter bikin trauma netizen keluarga dinasti
1,pikir cerdas ganjar mahfud masyarakat percaya apbn apbd kelola bijaksana maju bangsa top
-1,fakta nya iya mas utang anies formula e ancol bikin manfaat
0,rekam jejak bohong anies ramah penyandang disabilitas
0,asli anies serang dulu debat ganjar kalem kalem fokus substansi debat hore paslon
1,ganjar orang nya sederhana pilih pilih makan
0,masyarakat golong muda sudi menang halal kuasa reformasi tuju berantas kkn tingkat pusat tingkat pusat contoh kkn gara gara hafal cawapres maklum lupa
1,hasil program program canang prabowo bukti konkret pimpin ubah visi ide nyata manfaat
0,ini belimbing sayur
0,istri ganjar pranowo anak saudara kandung sepupu kader pdip hanura perindo ppp penting pribadi proyek jabat rakyat kampanye istri
0,tema debat cantum misi tujuh anies muhaimin kuat sistem tahan aman negara tingkat peran pimpin indonesia kancah politik global wujud penting nasional damai dunia rinci
0,lemah prabowo gampang bohong bisik habis keok lawan jokowi
0,ramai merah ganjar mahfud layak menang
1,lemah tahan aib negara pesawat usia pakai bekas ada sambi usaha tahan gas mas anies top
1,mas gibran pimpin muda tampan cerdas idola kaum wanita
1,pilih jatuh anies menang pilih alih ganjar ragu
0,terima nyata mas gibran remeh gertak hina debat mas gibr ekpektasi visi
0,abah anies baik
1,tinggal gue iya masak hebat anies pimpin jakarta
0,orang bijak maaf
1,amin anies muhaimin milenial iya cerdas tegang gagas ajang debat ajak kopi
0,dukung nya prabowo orang bodoh kebanyakan asam sulfat orang politik main main
0,orang sumbang quran baca quran neng
0,bang kadang kadang suka pikir anjir malu
0,tonton debat tv kemarin muhaimin iskandar ketua partai pkb mantan menteri mantan wakil ketua mpr
0,pakai kerudung anies iya salah fokus
0,prabowo mesti kaca pecundang
1,orang hati tulus nalar pilih ganjar mahfud
0,lapor doktor ilegal praktik perintah izin pergi
0,mas gibran main twitter bocil orang orang facebook pindah twitter
1,makan kebun bukti efektif mari dukung ganjar profesor mahfud cipta langkah nyata tingkat tahan pangan sejahtera kali lipat indonesia hebat
0,dukung prabowo hatrick gagal
0,nyata prabowo gaza debat malu ava semangka malu hidup
0,jumawa woi
0,kali tanah dukung prabowo kesal fitnah
-1,paksa ganjar anies suka subyektif prabowo kait sori apa alas maaf buat ganjar
0,anies pecat coba sebut
0,iya palembang anak banting tulang adik adik moga cita cita diri bangsa wujud anies
0,ringkas anies runut lebar sesuai bakat beliau dosen prabowo tentara omong konsep aksi aksi aksi ganjar pakai tangan anies kutip jokowi serang
0,bagus bagus bagus mas salam menang putar sehat mas hasyim
1,prabowo gibran
1,ganjar mahfud bawa harap anak terlantar milik hak tumbuh kembang visi misi ganjar memahfud
0,muhaimin serius bilang tahu sgie nasi iwak telur
0,jebak singkat rekam otak gibran bukti baca sgie
0,gampang serang beda cerita wakil rk muhaimin
0,akronim aman sambung amun sambung cocok iya amin anies muhaimin repot
0,aneh anjir aneh
0,berani prabowo ambil langkah langkah nyata gambar pimpin batas janji janji putus ubah
1,prabowo mah kaleng kaleng ini kasih pesawat tanggung tanggung langsung
0,menang gung malu tepat ha
1,prabowo orang keren pimpin indonesia
1,ganjar mahfud bicara bentuk sinergi sektor publik swasta jalan sistem pajak efektif top sat set
0,massa ramai kampanye hasil selingkuh nama nya gibran repot
0,prabowo gaya wayang golek
1,sih dukung prabowo gagah
0,penies dukung anies
0,bangga tipu konstitusi mana harga capres sang paman malu generasi muda
1,misi anies muhaimin galak program kurang limbah plastik perhati lanjut lingkung dukung guna alternatif ramah lingkung
0,pantas pilih prabowo kualitas masyarakat nya
1,ganjar mahfud ubah wajah politik cipta peluang tumbuh ekonomi sektor investasi top sat set
0,muhaimin iskandar klaster libat cakap memuhaim iskandar klaster kalang pro memuhaim netral klaster pusat akun tunang pisah klaster utama
1,ganjar mahfud hapus angka miskin hapus tidak setara visi misi ganjar memahfud
1,ganjar mahfud tekan daya masyarakat lokal rasa manfaat langsung kembang dagang top
0,ganjar anies kompak serang prabowo girang gibran serang mahfud imin tuduh sombong nir etika repot hidup adil pikir harap laku adil orang
0,alhamdulillah puas gus muhaimin
1,fasilitas layan jiwa rumah sakit nanda langkah progresif ganjar mahfud tingkat akses awat sehat mental visi misi ganjar memahfud
0,beda gibran khianat pdi
0,pks parlemen bela tolak batil pks jembatan anies juang
-1,anies cerdas kemenhan etika akibat serang etika bohong publik tanggung nya menh
0,oh maksud prabowo tipu jokowi iya hem iya iya
1,ganjar mahfud dorong transformasi ekonomi basis nilai bawa dagang indonesia tingkat superior juara
0,iya kalah ganjar mah
1,alas studi iya lihat orang orang anies profesor mahfud ilmu gelar bagus eq
-1,tidak prabowo baris ganjar berani
0,takut vokal anies bilang bata bata
1,ganjar mahfud buka era transparansi adil landas utama dunia investasi top
0,ganjar pimpin integritas upaya sejahtera masyarakat
0,pilih gibran prabowo paslon
0,jelek jelekan jis upaya kriminalisasi formula e giat dukung sponsor bumn boikot elit ambisi kuasa takut hebat populer anies batu halang
-1,qodari nilai anies mendikbud keberpihakan subyektivitas milik surveyor hasil surveynya percaya
1,aura presiden insya allah anies baswedan presiden ri muhaimin iskandar wakil presiden
0,a muhaimin iskandar dpp pkb
0,coba bohong data lahan prabowo omong
1,baca riwayat pendidikan mas anies jabat gubernur dki jakarta blok blok
1,muhaimin sebelah anies ketok menik memenik iya
1,prabowo mas gibran lanjut program bagus gede jokowi
-1,muhaimin ini
0,ganjar cfd gibran sunmori muhaimin terima dukung
1,orang sih kerja pimpin daerah anies ganjar sih bilang aman anies iya
0,prabowo zaman karno senjata bekas alas ini era beda prabowo satria gemoi
0,kias anies pakai kias
0,angsa telan iya
1,ganjar mahfud rancang bija manfaat revolusi industri gerak sektor dagang juara sat set
1,biar malu lalu apa keadaannya presiden ganjar
0,bangga raja prabowo
1,pimpin ganjar mahfud dagang internasional jajak strategi diplomasi cerdas pro aktif hebat sat set
0,pikir negatif kasih anies narasi
0,dukung ganjar garis keras patut apresiasi
1,dukung ganjar pranowo anies baswedan kalah drama
0,ilmu padi isi tunduk padi diri isi nya
0,merek dagang jakarta era anies keren banding dasar buzer
0,coba lihat video nya gibran regulasi karbon penyimpanan lo regulasi nya regulasi arah atur bija mahfud samsul regulasi cs bilang karbon penyimpan cerdas
1,sepakat skor anies debat capres unggul ganjar prabowo cc
1,pilih pimpin gerak cepat kerja nyata sat set ganjar mahfud sat set sat set
1,prabowo tangguh pimpin indonesia hebat bangun bangsa beliau kalah jagat raya
0,prabowo gagas zonk
0,terang terang timses menteri gilir umbies foto pakai pose jari negara wakanda hore
1,rakyat menang prabowo gibran menang
0,iya curiga si gibran otot muka kah
1,mas gibran calon wakil presiden baik rakyat indonesia doa dukung mas gibr
0,anies teoritis suka tebar janji manis
0,isu prabowo culik wiranto dibantah wiranto waras
0,anies wakil
0,teman rangka tugas negara perintah langsung presiden lihat debat malam kualitas paslon lo sesal
0,emosi analisis anies baswedan suka cita apresiasi sebut menteri budaya apresiasi buka anies baswed takut netizen harap anies serang prabowo takut prabowo emosi anies takut singgung gelintir orang
0,samsul slepet imin mahfud data valid anies ganjar buli prabowo data salah
0,nyata anies bilang preventif sehat tanggung dinkes menkes lintas sektor tanggung nakes sepenuh tuju
0,jokowi omong prabowo menang prabowo tabok anies ganjar mutu bangun jakarta mengaku bangun jateng prabowo bangun dinasti
0,pilih anies muhaimin biar dukung ubah positif kerja nyata gagas cemerlang
0,omong istilah lontar omong tangkap orang omong nasihat orang konsisten nasihat orang bicara etika orang etika
1,gibran poin bulat diam diam anak berani santun
1,coblos nomor ragu ragu anies muhaimin harap
1,pks anies muhaimin sinergi kuat bangun negeri inklusif lapis masyarakat pilih pks coblos amin
0,anies baswedan raja
0,gibran sosok pemuda tangguh cerdas tanding
0,kelakar tengah jilat puji paslon satu eh tusuk plot putar php duga sebab publik kicau hebat posisi penyerang anies prabowo ha
0,cek ricek jejak digital anies maju presiden presiden
0,dasar informasi anies pecat becus sesuai konteks
0,dukung ganjar prabowo
0,cawapres paslon gus muhaimin iskandar ikut debat cawapres selenggara kpu ri
0,woi setan kemarin anies ganjar rendah prabowo protes kocak
0,zaman arb anies anies timses ajar
1,panas iya goreng anies
0,dukung pimpin prabowo asal yakin bija bija wacana implementasi nyata penting masyarakat
0,omong omong menteri jokowi prabowo mas rerata argumen main aman syarat jilat tegak lurus jokow hahaha jelek kecuali muhadjir muhammadiyah masuk sisa mah rerata oportunis habis sih
0,anies muhaimin ubah kuasa ubah anti ubah jual ubah kelabu pilih jengkel jokowi maruf
0,pilih medsos akses nya gampang pikir pilih keburu qadarullah milu prabowo menang untung keluarga tipe fanatik politisi
0,lo serah presiden ganti menteri kinerja bagus mahfud md ganti hancur kabinet kencang memahfud md buka rahasia dapur
0,maksimal lugas pertunjukan gus muhaimin insya allah lambat laun imbang lengkap mas anies baswedan
1,pdip partai konsisten lempar putar gaspol ganjar mahfud
0,kecewa kesiap debat nya kalah anies kali manfaat minggu baca literasi hemat rekan mumpuni
1,misi anies muhaimin sedia akses layan sehat reproduksi komprehensif informasi sehat seksual dukung konseling
1,prabowo capres umbar narasi
1,anies tangguh kuasa tema debat capres amin anies muhaimin pimpin butuh rakyat indonesia
0,harap anies ganjar kalah kalah maju pilpres a peluang
0,alhamdulillah anies muhaimin unggul prabowo gibran jelang tenang
0,jaga jaga takut anvaal sekak anies
0,omong capres salah guru senior sekolah omong pilih prabowo riska kuta jawab prabowo tua bunuh gibran presiden dengar ganggu iya konsep
-1,anies dukung prabowo oposisi gabung jokowi adem adem pecat belang prabowo kalah jokow kali indonesia butuh orang hebat jokow ganjar orang
1,syaikhu bawa mantan perwira tni putra asli sumbar menang anies baswedan muhaimin iskandar pilpres provinsi juluk ranah pinang pilih pks coblos amin
0,h teman teman ayo siap coblos anies prabowo ganjar presiden presiden dukung sepenuh hati pilih beda jiwa jiwa pancasila jiwa indonesia
0,soekarno hatta surabaya gilir anies muhaimin
0,ganjar pilih dukung prabowo kecewa
1,sombong min capres debat menhan iya terima mas anies serang bija memenh amburadul
0,anies ayo tambah kontan tiktoknya dengar sanggup
0,orang lantang jatuh jatuh jatuh serendah rendah anies prabowo muhaimin iskandar gus dur nanda
0,massa tenang bos cawe
0,tenang minyak goreng aman
0,menteri tukang bohong rakus kuasa
0,dih prabowo alas malam receh receh
0,anies agung cendekiawan agung
1,ganjar mahfud bawa optimisme solusi konstruktif kendala bayar pajak sulit juara sat set
1,dedikasi paham dalam ganjar mahfud alokasi anggar manfaat maksimal masyarakat juara sat set
0,serang suara
0,gibran kebanyakan gimik kebelet halaman tiktok biar bilang liar gen akhlak pilih mahfud tanya ting b pergi
0,kenal moderator panelis debat cawapres pandu cak imin gibran mahfud adu gagas
0,projo wis ra
0,wih sapa masyarakat iya ganjar keren ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
0,tegur nya presiden kritik masuk penjara tegur anak petrus jilid
0,kakean ndelok bayu sekak singkat iya mas gibran
0,lanjut zaman pinokio lahir omong malu min salin omong coba pikir min lanjut bodoh bodoh omong pikir min
0,asa anies singgung prabowo duda deh
0,pas anies terjun politik prabowo partai
1,asli militerisasi bangkit khilafah tiarap nkri prabowo pimpin
0,prabowo dendam marah marah pas konferensi pers pilih hilang senyum senyum dingin kecut
0,anak malu pilih gaya debat rakyat sadar gibran layak pilih
1,gaspol menang pasang ganjar mahfud md
1,dengar nya naga naga gerak amin anies muhaimin
1,ganjar mahfud fasilitas pelaku usaha akses biaya mudah dorong tumbuh ekonomi inklusif juara sat set
-1,sayang muhaimin tengil keluar jaim tampil mas anies
1,dukung minim baca banyak baca berita anies jelek fakta lapang
-1,prabowo tinggal mas wali
0,tkd prabowo gibran sulsel siap saksi mungut suara tps
1,sedih iya kemarin postingan posting desak anies instagram penuh dukung ha
0,kerja kelompok ribu surat suara coblos rilis takut prabowo menang pura pura panik kerja kelompok pilih tenang panik gbk sepi rilis
0,ha jujur gemas pas lihat malam performa nya gacor lacak rekam nya militer pancing emosi anies salah ceroboh nya
0,prabowo hebat dunia militer hebat hadap dunia non militer gagas cerna rakyat harap hidup makan siang susu
1,prabowo presiden menang sukses prabowo mas gibran iya
0,iya paksa otak cerna anies kasihan otak
0,rekap debat anies oke cak imin oke prabowo oke gibran oke ganjar oke profesor mahfud oke
0,temu anies capres pas prabowo capres
0,anjing katai gibran anak haram cenayang dukun gibr benar anak haram konstitusi
0,gus muhaimin hebat
0,aduh aduh hancur ini negara bonyok pimpin mengerti atur
1,paham dalam ganjar mahfud tantang dagang modern landas bija adaptif pro aktif hebat
0,acara aji gus iqdam gibran pakai atas warna oranye cokelat peci warna hitam
0,si gibran hasil lolos paman belagunya ampun deh
0,sumpah sih keteng anies mahfud menang a tanah longsor
0,nilai subyektif kacamata fakta lihat dengar kasihan orang usaha hibur gerbong tinggal
1,anies muhaimin komitmen kembali hukum panglima
0,lanjut anies muhaimin bicara dua prabowo kerubut orang anies lang tinggal panggung memuhaim arah prabowo sambung
0,ha akui imin anies hebat ha
0,dukung prabowo semenjak berita prabowo menhan kecewa semenjak situ ragu dukung prabowo
1,buset mangkrak fokus bukti jamin ganjar
1,prabowo paham program program
0,nama integritas orang pikir iya gibran mundur demokrasi paksa
0,transformator
1,mari katong laku ubah marimoi ngone futuru anies muhaimin putar amin presiden
0,curhat kampanye pilih keluarga milu keluarga coblos prabowo golput suara tentu depan hidup
0,makan kebun lahan kayu pertanyaanya kayu mana kayu jenis oh iya sekedar info tanggung proyek makan kebun kemenhan menteri bantu arah jokowi cek benar wajar nya prabowo
1,pojok sekakmat ganjar ham langsung amuk tendensius tendensius kali maju ungkit anies gubernur prabowo cari jago melawan jokowi anies menang lawan jago jokow eh undat undat dewasa
0,narasi tanggap pas sesuai panelis emosi
0,eh mohon maaf sreg prabowo debat kemarin kemarin tingkah
-1,anies hati busuk prabowo hati
1,buka ganjar mahfud pasu kuat legitimasi bija dagang ambil top sat set
0,ganjar lo cipta momen lucu pimpin
-1,beliau buka ruang komunikasi cawapres mas gibran tunggu mas anies tawar cawapres
1,ganjar mahfud ajar hasil dagang ukur angka dampak positif masyarakat juara
1,ganjar mahfud sikat pungli ganjar memahfud tindakan nyata berantas korupsi istilah gaspol ganjar optimis
0,fokus anies muhaimin arah si lihat lihat salam orang kpu pas engah si ibu diri
1,tim kampanye daerah tkd prabowo gibran jawa timur sebut prabowo subianto kuasa jalan debat kandidat calon presiden
1,indonesia ubah anies muhaimin amin menang mantap amin
1,ganjar mahfud tawar pandang inovatif maju dagang indonesia era hebat sat set
0,gaya tangan nya anies
-1,anies imin podo lupa suka jilat
0,skor anies
1,prabowo gibran bismillah presiden
0,cerdas kosong inggris ejaan singkat bahas wakanda jebak main tim
0,proses debat bos amerika gaya cengeng debat setelahnya kali kali gibran maaf salam tanda anak muda sportif
0,dukung anies muhaimin
0,satu kampanye makan tengah sawah hutan
0,izin tambang ilegal iup zaman jokowi anak muda cerdas materi gibran omong omon
0,halu
0,oleh suara pasang calon presiden capres calon wakil presiden cawapres nomor urut anies baswedan muhaimin iskandar amin jawa yakin kejut
0,ajar calon negara siti atikoh ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
1,masyarakat optimis komitmen ganjar mahfud cipta bija dukung tumbuh ekonomi lanjut juara sat set
1,pks pimpin anies muhaimin bawa indonesia arah pilih pks coblos amin
0,ganjar mahfud memprioritaskan tingkat daya saing produk lokal tingkat kualitas inovasi hebat
1,mode emosi ha podium didepan sasar si ayah gebrak gebrak anies sukses
0,si gibran teks lo pas panjang sgie
1,mas gibran anak pintar genius wajib pilih
1,ganjar mahfud usung semangat cipta lingkung investasi adil transparan pelaku pasar juara
0,iseng sopan iseng lihat anies rapi main
1,misi anies muhaimin selenggara program pendidikan inklusif dukung sekolah inklusi akses didi setara
0,muhaimin iskandar realis sesuai konteks
0,tutup nyata gibran debat cawapres mengaku senang panggung mahfud muhaimin
1,komandan fanta tkn prabowo gibran tampil gibr debat cawapres bagus nilai kuasa tema debat banding cawapres
0,iri pimpin anies
0,pulang fatal gibran beda persis titik koma dungu hafal paham substansi cari kunci ssi kunci tim amsyong
0,si bocah sulfat salah strategi
0,prabowo pandai rangkai beda anies ganjar pesona oke gas
0,alah orang iya prabowo suka anies mah bilang cuih
-1,mahfud muhaimin investasi sulit instrumen hukum sedia
0,res
1,anies mgr martinus situmorang kwi heran seheran heran beliau bilang politik identitas
-1,anies kelam hindar
0,andai debat capres cawapres malam pakai podium pesertanya hancur gebrak prabowo min
0,rendah anies ganjar kasih nilai prabowo nilai kinerja beliau menhan nilai personal iya rendah prabowo
1,ganjar mahfud bukti pimpin hadir ubah positif sektor uang investasi juara sat set
-1,anies iya allah semangat cuci piring
0,sih alas orang pilih prabowo om
0,anies ganjar sombong gibran sombong luka iya harga gibr tampil bagus masalah bingung masalah kinerja visi misi
0,salut pasang prabowo gibran peduli rakyat indonesia
1,ramai antusias sambut ganjar ini senang
1,betapa erat ikat batin masyarakat jawa pasang capres cawapres ganjar profesor mahfud kampanye akbar ganda sejahtera raih makmur lanjut
1,sukses ganjar
0,lekah penyu
1,profesor mahfud md kuasa materi top penyampaian nya bagus otot beliau papar sesuai subtansi bahas tema pokok nya beliau juara debat kemarin malam cak imin kuasa materi nya bagus penyampai
0,ha bodoh anies terang tolak gibran rujak bapak
0,janji komitmen capres tahan gubernur jakarta ha orang prabowo nya khianat oposisi alih perintah
1,ajar guru debat baik bagus anies
0,pokok prabowo orang hebat deh
0,sehat sukses ganjar mahfud
1,dukung ganjar mahfud wakil aspirasi rakyat kali sejahtera indonesia jaya
1,jujur cak imin langsung bela anies
0,lihat cuplikannya gibran
0,debat cawapres perdana milik gibran rakabuming cawapres nomor urut gamblang detail kait isu bawa acara kali gibr serang cawapres nomor urut muhaimin iskandar
0,iya bahaya orang anak haram konstitusi parah anggap wajar
1,dukung penuh ganjar pranowo presiden ri sikat korupsi ganjar sikat korupsi ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
0,prestasi gibran pungkir bangun butuh negara
