full_text,sentiment,clean_full_text,word_count
@BangPino__ Lu @gibran_tweet ngomong apa nelen kodok.. ? Ga berani mangap lebar knp?,netral,  Lu  omong apa telan  kodok.. ? Ga berani mangap lebar knp? ,11
@BaladAMIN @cakimiNOW @DPP_PKB @mantaPKB @YokBilangAMIN GUS MUHAIMIN dan PKB Luar Biasa ,positif,      GUS MUHAIMIN dan PKB Luar Biasa  ,6
Cawapres Indonesia nomor urut 3 Mahfud MD menutup pernyataannya dalam debat cawapres 2024 di JJC Senayan dengan menggarisbawahi poin-poin inti program Ganjar-Mahfud. Mahfud berkomitmen untuk menyediakan 17 juta lapangan kerja memastikan pasokan pangan aman dan hemat https://t.co/pYt1eGaZfE,positif, Cawapres Indonesia nomor urut 3 Mahfud MD menutup pernyataannya dalam debat cawapres 2024 di JJC Senayan dengan menggaris bawahi poin-poin inti program Ganjar-Mahfud. Mahfud berkomitmen untuk menyediakan 17 juta lapangan kerja memastikan pasokan pangan aman dan hemat  ,37
mantap pak #MahfudLebihBaik Ganjar Mahfud Sat Set https://t.co/MOSHXe8luA,positif, mantap pak  Ganjar Mahfud Sat Set  ,6
@KompasTV Biasa TKN prabowo pandai berkilah....,negatif,  Biasa TKN prabowo pandai berkilah.... ,5
Transformasi positif dalam perekonomian Indonesia menjadi agenda utama Ganjar-Mahfud untuk kesejahteraan rakyat. @mrsadiary Top ! Sat Set https://t.co/wuxDNLQtcx,netral, Transformasi positif dalam perekonomian Indonesia menjadi agenda utama Ganjar-Mahfud untuk kesejahteraan rakyat.  Top ! Sat Set  ,16
@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd #1 - AMIN untuk keadilan bagi seluruh rakyat indonesia,negatif,         - AMIN untuk keadilan bagi seluruh rakyat indonesia ,8
@Gerindra Halah bazzeRp lu yg follower nol banyak serang Anies..udahlah min kalah telak lu debat tadi malam.,netral,  Halah bazzeRp kamu yang pengikut nol banyak serang Anies..udahlah min kalah telak kamu debat tadi malam. ,16
Indonesia Butuh Pemimpin yang Cerdas dan Tidak Emosional... Pasangan AMIN (Anies-Muhaimin) Layak Memimpin Indonesia 2024-2029 ️ Anies Menang Debat Pilpres ️ #AMINAjaDulu #AnisUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/fGYqrjS4xx,netral, Indonesia Butuh Pemimpin yang Cerdas dan Tidak Emosional... Pasangan AMIN (Anies-Muhaimin) Layak Memimpin Indonesia 2024-2029 ️ Anies Menang Debat Pilpres ️       ,21
@liputan6dotcom Tetap pak Anies donk. Tdk ada keraguan...,positif,  Tetap pak Anies donk. Tdk ada keraguan... ,7
Ganjar-Mahfud ingin membuktikan bahwa Indonesia dapat menjadi tujuan investasi yang menarik dengan aturan yang jelas dan transparan. @Senka_nan Top ! Pasti Lebih Baik https://t.co/0Lv022MA2i,positif, Ganjar-Mahfud ingin membuktikan bahwa Indonesia dapat menjadi tujuan investasi yang menarik dengan aturan yang jelas dan transparan.  Top ! Pasti Lebih Baik  ,22
Ganjar Pranowo siap membantu para nelayan. untuk melunasi hutang yang dimilikinya Ganjar peduli kehidupan nelayan #GanjarHapuskanHutangNelayan https://t.co/9KprVH5DaF,positif, Ganjar Pranowo siap membantu para nelayan. untuk melunasi utang yang dimilikinya Ganjar peduli kehidupan nelayan   ,15
@erickthohir @prabowo @gibran_tweet Salut ama gerombolan politisi yg ngumpul di 02.. Ga terbayang jika masa perubahan itu tiba betapa kelojotan dan paniknya kalian menutupi segala polah rezim plongo dan kroni nya selama 10 tahun menjabat,negatif,    Salut sama  gerombolan politisi yang kumpul di 02.. Ga terbayang jika masa perubahan itu tiba betapa kelojotan dan paniknya kalian menutupi segala pola rezim plongo dan kroni nya selama 10 tahun menjabat ,32
ponakannyaom Tuker aja Pak Mahfud Capres Pak Ganjar wakil saya pilih pak beneran dah GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,netral, ponakannya om Tuker saja Pak Mahfud Capres Pak Ganjar wakil saya pilih pak benaran sudah GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,23
@BosPurwa @dr_tompi Hebat pak Anies merontokkan kesan gemoy yang dilekatkan pendukung Prabowo ,netral,   Hebat pak Anies merontokkan kesan gemoi yang dilekatkan pendukung Prabowo  ,10
@Gus_Raharjo Yang tepat baik tetap no 3 #MahfufLebihBaik dan lebih tanggung jawab Ganjar Mahfud Satset https://t.co/KzqOtZPz9R,positif,  Yang tepat baik tetap tidak 3  dan lebih tanggung jawab Ganjar Mahfud Satset  ,13
Ganjar Pranowo-Mahfud Md 26 6 persen dan Anies Baswedan-Muhaimin Iskandar (AMIN) sebesar 16 2 persen. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto,negatif, Ganjar Pranowo-Mahfud Md 26 6 persen dan Anies Baswedan-Muhaimin Iskandar (AMIN) sebesar 16 2 persen.     Prabowo Subianto ,17
@TxtdariHI @ganjarpranowo @aniesbaswedan @prabowo emng pak ganjar terbaik lah min gada lawan #GanjarMahfudM3nangDebat,netral,     memang  pak ganjar terbaik lah min tidak ada lawan  ,9
@kompascom Penyebabnya mungkin banyak tp ini salah satunya berasnya dipinjam pak lurah dulu buat memborbardir daerah musuh... Lagu lama gelap mata.... @Fahrihamzah @andre_rosiade @ZUL_Hasan @Dahnilanzar @gibran_tweet @Herzaky__MP @AgusYudhoyono @SBYudhoyono @jokowi,netral,  Penyebabnya mungkin banyak tapi ini salah satunya berasnya dipinjam pak lurah dulu buat memborbardir daerah musuh... Lagu lama gelap mata....          ,20
@grace_nat Yaelah lupa debat kmaren gibran kerakannya ngelebihin supporter bola? Btw ada yg triak anis bngsd teriak yah brarti denger...,netral,  Yaelah lupa debat kemarin  gibran gerakannya lebihkan pendukung bola? Btw ada yang teriak anies bangsat teriak ya berarti  denger... ,19
Cawapres Indonesia nomor urut 3 Mahfud MD menutup pernyataannya dalam debat cawapres 2024 di JJC Senayan dengan menggarisbawahi poin-poin inti program Ganjar-Mahfud. Mahfud berkomitmen untuk menyediakan 17 juta lapangan kerja memastikan pasokan pangan aman dan hemat https://t.co/JzpPuz08bc,positif, Cawapres Indonesia nomor urut 3 Mahfud MD menutup pernyataannya dalam debat cawapres 2024 di JJC Senayan dengan menggaris bawahi poin-poin inti program Ganjar-Mahfud. Mahfud berkomitmen untuk menyediakan 17 juta lapangan kerja memastikan pasokan pangan aman dan hemat  ,37
@ekokuntadhi1 Sepertinya blimbing sayur bener2 bikin kecut muhaimin n mahfud.. ,netral,  Sepertinya belimbing sayur benar benar  bikin kecut muhaimin dan mahfud..  ,10
PERNYATAAN SIKAP POLITIK SAYA DI 2024 SAYA MEMUTUSKAN MEMILIH ANIES-MUHAIMIN. Untuk alasan rinci bisa dibaca dalam gambar. https://t.co/pvmR2BpNjr,netral, PERNYATAAN SIKAP POLITIK SAYA DI 2024 SAYA MEMUTUSKAN MEMILIH ANIES-MUHAIMIN. Untuk alasan rinci bisa dibaca dalam gambar.  ,17
@PutraErlangga95 Makin mantab pilih Anies Muhaimin 2024,positif,  Makin mantap pilih Anies Muhaimin 2024 ,6
@akupastibisa77 @BangPino__ Masalahnya prajurit gajinya kecil.. Persediaan barak kurang akhirnya banyak yg kost sendiri.. Dijakarta akhirnya di hibahkan rumah susun oleh pemda DKI waktu anies gubernur.. Ini yg mau dipertanyakan kenapa menhan gak peduli dgn kesejahteraan prajuritnya sdgkan tanahnya luas,positif,   Masalahnya prajurit gajinya kecil.. Persediaan barak kurang akhirnya banyak yang indekos sendiri.. Dijakarta akhirnya di hibahkan rumah susun oleh pemda DKI waktu anies gubernur.. Ini yang mau dipertanyakan kenapa menhan tidak peduli dengan  kesejahteraan prajuritnya sedangkan tanahnya luas ,38
Anies-Muhaimin Pakai Jas Hitam dan Dasi di Debat Capres Terakhir Ini Maknanya https://t.co/DgNzHbVnW6,positif, Anies-Muhaimin Pakai Jas Hitam dan Dasi di Debat Capres Terakhir Ini Maknanya  ,12
Pilpres kali ini menambah pelajaran penting bagi bangsa ini. Tahu dirilah bocil kekanak-kanakan seperti samaul @gibran_tweet ini janganlah bahkan dicalonkan.,netral, Pilpres kali ini menambah pelajaran penting bagi bangsa ini. Tahu dirilah bocil kekanak-kanakan seperti samaul  ini janganlah bahkan dicalonkan. ,19
Semangat untuk pak Mahfud #MahfudLebihBaik Ganjar Mahfud Satset https://t.co/B9B5QKldwk,positif, Semangat untuk pak Mahfud  Ganjar Mahfud Satset  ,7
@Fahrihamzah Ayo pak adakan acara diskusi terbuka dengan pak prabowo. Biar banyak masukan-masukan dari rakyat yang masuk untuk capres yg surveinya paling tinggi.,netral,  Ayo pak adakan acara diskusi terbuka dengan pak prabowo. Biar banyak masukan-masukan dari rakyat yang masuk untuk capres yang surveinya paling tinggi. ,22
@dika_maxelyou Gibran nolak cawapres....ndasmuu,positif,  Gibran tolak  cawapres....ndasmuu ,3
Si Asam Sulfat malam ini keren... Epik banget. Selanat Natal dan Tahun Barunya itu loh... Cukup berkesan bagi saya yang Katolik. Ucapan sederhana yang mampu memenangkan Hati... Gibran,netral, Si Asam Sulfat malam ini keren... Epik banget. Selanat Natal dan Tahun Barunya itu loh... Cukup berkesan bagi saya yang Katolik. Ucapan sederhana yang mampu memenangkan Hati... Gibran ,28
@muannas_alaidid @gibran_tweet Boleh tuh dibawa debat ke acara kampus kampus Kan sudah lancar sekarang,netral,   Boleh itu dibawa debat ke acara kampus kampus Kan sudah lancar sekarang ,12
@eddy_widodo_165 GANJAR-MAHFUD MANTAB https://t.co/auWepQELJQ,positif,  GANJAR-MAHFUD MANTAB  ,2
Warga diajak untuk melihat Ganjar-Mahfud sebagai pemimpin yang memiliki kepedulian terhadap keadilan sosial. @subhanallahuman Juara ! Pasti Lebih Baik https://t.co/zRofRb5LqZ,positif, Warga diajak untuk melihat Ganjar-Mahfud sebagai pemimpin yang memiliki kepedulian terhadap keadilan sosial.  Juara ! Pasti Lebih Baik  ,18
Prabowo Senang jika Gibran Tidak Keluar dari PDIP - https://t.co/ImjDkWGysS https://t.co/G1wPR3T3Ka #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,netral, Prabowo Senang jika Gibran Tidak Keluar dari PDIP -      ,9
Wkwk lha ini dimintain pendapat ttg debat juga bawa catetan bingung ya ngerangkai kata 2 manis apalagi buat Gibran setelah ancur parah wkwk mana salah lagi temanya,netral, Wkwk lah ini dimintai pendapat tentang  debat juga bawa catatan bingung ya rangkai kata 2 manis apalagi buat Gibran setelah hancur  parah ha mana salah lagi temanya ,27
@gibran_tweet Setelah ketemu dan diskusi dengan pak Anies wawasan jd luas dunk...hehehe,positif,  Setelah ketemu dan diskusi dengan pak Anies wawasan jadi luas dunk...hehehe ,11
Anies-Imin ingin meningkatkan kesejahteraan dengan target menurunkan tingkat kemiskinan dari 9 36% menjadi 4 0%-5 0% dan kemiskinan ekstrem ~0% #PerubahanPastiMenang #AMINajaDulu @aniesbaswedan @cakimiNOW @DPCBaladaminkabPekalongan @balad.aminpekalongan @dpc.balad.amin.ka8 https://t.co/gloRL9NYU4,positif, Anies-Imin ingin meningkatkan kesejahteraan dengan target menurunkan tingkat kemiskinan dari 9 36% menjadi 4 0%-5 0% dan kemiskinan ekstrem ~0%      .aminpekalongan .balad.amin.ka8  ,22
Dalam visi Ganjar-Mahfud investor akan merasakan keamanan dan keyakinan dalam setiap langkah investasinya di Indonesia. @Scndioo Juara ! Sat Set https://t.co/KGsf6NTclt,positif, Dalam visi Ganjar-Mahfud investor akan merasakan keamanan dan keyakinan dalam setiap langkah investasinya di Indonesia.  Juara ! Sat Set  ,19
@aniesbaswedan Semoga Natasya kelak berjumpa kmbali dgn Pak Anies dgn segudang prestasi yg mengharu biru ibu pertiwi. Salam perubahan. #AMINSatukanIndonesia,netral,  Semoga Natasya kelak berjumpa kembali dengan  Pak Anies dengan  segudang prestasi yang mengharu biru ibu pertiwi. Salam perubahan.  ,18
Sosol Pak Anies sebenarnya #TikTok https://t.co/qFPXxua8FH,negatif, Sosol Pak Anies sebenarnya   ,4
Anies-Muhaimin Tiba di JCC Pakai Stelan Jas https://t.co/JElSDacZFf,netral, Anies-Muhaimin Tiba di JCC Pakai Stelan Jas  ,7
@ellinoyaa bener pas aku denger lg opening dan closing statement nya jg kayaknya ya kurang lebih rangkuman dari keluhan2 masyarakat yg disampein pas desak anies semua itu selalu di take note sama beliau kan,positif,  benar pas saya dengar lagi pembukaan dan penutupan pernyataan nya juga  kayaknya ya kurang lebih rangkuman dari keluhan keluhan masyarakat yang disampaikan pas desak anies semua itu selalu di mengambil catatan sama beliau kan ,34
Ganjar-Mahfud membawa energi positif dalam menjalankan tugasnya menginspirasi semangat kerja dan kreativitas dalam sektor perdagangan. @underthesunset_ Juara ! Pasti Lebih Baik https://t.co/EXdva6ckud,positif, Ganjar-Mahfud membawa energi positif dalam menjalankan tugasnya menginspirasi semangat kerja dan kreativitas dalam sektor perdagangan.  Juara ! Pasti Lebih Baik  ,20
Ganjar-Mahfud mendorong partisipasi aktif masyarakat dalam mengawal pengelolaan keuangan negara. @Zd02519Dwi Hebat ! Pasti Lebih Baik https://t.co/uYo5ANJ2C3,positif, Ganjar-Mahfud mendorong partisipasi aktif masyarakat dalam mengawal pengelolaan keuangan negara.  Hebat ! Pasti Lebih Baik  ,15
@Paltiwest Luar biasa pak Ganjar..Bu Ganjar dan mas Alam...Gusti Allah mboten sare...insyaAllah dimudahkan semua usaha jenengan utk Indonesia yg barokah...amiin,positif,  Luar biasa pak Ganjar..Bu Ganjar dan mas Alam...Gusti Allah mboten sare...insyaAllah dimudahkan semua usaha jenengan untuk Indonesia yang barokah...amiin ,19
@Fahrihamzah Ya bagi aku tak setuju Anda boleh mengandalkan Palung Laut. Ya ga bisa bro Mampai kiamat juga ga bisa. Saya tahu Mas'ud menampilkan vidio itu. Amin bagi aku Anies Muhaimin. Kenapa ga bisa digunakan. Nama bagus menunjuk Indonesia yang lebih baik dari sekarang,netral,  Ya bagi saya tidak setuju Anda boleh mengandalkan Palung Laut. Ya tidak bisa saudara Mampai kiamat juga tidak bisa. Saya tahu Mas'ud menampilkan video itu. Amin bagi saya Anies Muhaimin. Kenapa tidak bisa digunakan. Nama bagus menunjuk Indonesia yang lebih baik dari sekarang ,43
@amru_muhaimin @nazmi_yusri Takpe mende habis nyudahnya kanser tak kanser,netral,   Takpe mende habis sudahnya kanser tidak kanser ,7
@ajengcute16__ menjabat 4 thn lebih sbg menhan ditanyakan knp target yg dibuat tidk bs dicapai... menyalahkan institusi lain.. diminta membantah data yg dibilang salah tidak bs dg dalih tdk cukup waktu .. harusnya kakek @prabowo memanfaatkn momen tsb utk unjuk prestasi sbg menhan... tp ya. https://t.co/VFgTgYqt4q,netral,  menjabat 4 tahun  lebih sebagai menhan ditanyakan kenapa  target yang dibuat tidak bisa  dicapai... menyalahkan institusi lain.. diminta membantah data yang dibilang salah tidak bisa  dengan  dalih tidak cukup waktu .. harusnya kakek  memanfaatkan momen tersebut untuk unjuk prestasi sebagai menhan... tapi ya.  ,43
@Dennysiregar7 Kemarin serentak nangis skrg serentak jawaban : kemarin pak prabowo di serang kok ga ada yg bahas etika dll kompak banget ya para pendukungnya wkwk,netral,  Kemarin serentak tangis sekarang serentak jawaban : kemarin pak prabowo di serang kok tidak ada yang bahas etika dan lain lain kompak sekali  ya para pendukungnya ha ,27
Ganjar-Mahfud mendorong pertumbuhan sektor perdagangan berbasis teknologi menciptakan lapangan kerja untuk generasi masa depan. @unceklima Juara ! Pasti Lebih Baik https://t.co/84Ef9ADJ03,positif, Ganjar-Mahfud mendorong pertumbuhan sektor perdagangan berbasis teknologi menciptakan lapangan kerja untuk generasi masa depan.  Juara ! Pasti Lebih Baik  ,19
Kalau di tahun tahun ini banyak banget yang terjerat pinjol dan butuh bantuan hukum tolong bantu pak Anies #hotlineparis https://t.co/PsdAIITVbi,netral, Kalau di tahun tahun ini banyak sekali  yang terjerat pinjol dan butuh bantuan hukum tolong bantu pak Anies   ,18
Kalau Anies kalah dia jadi apa?,negatif, Kalau Anies kalah dia jadi apa? ,6
Ganjar-Mahfud tandem yang paham bahwa perlindungan sosial bukanlah opsi tapi kewajiban @neveraxx VisiMisi GanjarMahfud https://t.co/CUADgB9XRd,positif, Ganjar-Mahfud tandem yang paham bahwa perlindungan sosial bukanlah opsi tapi kewajiban  VisiMisi GanjarMahfud  ,13
@liputan6dotcom betulll setujuu bangett sama pak anies inii https://t.co/t52XAWqkFz,netral,  betul setuju sekali  sama pak anies ini  ,7
@21rochma @Leonita_Lestari Yg maju pilpres temen atau gibran? Ternyata gibran g bs jawab,netral,   Yg maju pilpres teman atau gibran? Ternyata gibran tidak bisa  jawab ,11
Prabowo Ngomong ngegas Emosi cenderung tidak stabil tapi apa yg keluar dari mulutnya rasional (Eks Militer) &amp; pernah perang memepertahankan setiap jengkal tanah NKRI karakter &amp; sikap paling berbeda dari capres lain dg latar belakang &amp; pengalalaman yg berbeda,netral, Prabowo Ngomong gas Emosi cenderung tidak stabil tapi apa yang keluar dari mulutnya rasional (Eks Militer) &amp; pernah perang memepertahankan setiap jengkal tanah NKRI karakter &amp; sikap paling berbeda dari capres lain dengan  latar belakang &amp; pengalaman yang berbeda ,39
@Nikmatul_Sg Semangat pilih yang terbaik! Ganjar-Mahfud jalan menuju masa depan yang lebih cerah! ,positif,  Semangat pilih yang terbaik! Ganjar-Mahfud jalan menuju masa depan yang lebih cerah!  ,12
@erickthohir @prabowo @gibran_tweet Harusnya Anda berhenti dlu jd menteri! Harus di hilirisasi ni menteri nya jokowi ,netral,    Harusnya Anda berhenti dulu  jadi menteri! Harus di hilirisasi nih menteri nya jokowi  ,13
@lina_ptr0 gak ngoros ganjar gak ngoros prabowo tempeg,negatif,  tidak urus ganjar tidak urus prabowo tempeg ,7
Ganjar-Mahfud memperlihatkan bahwa keberagaman dan inklusivitas menjadi kekuatan dalam merancang kebijakan perdagangan. @windiwrdna Juara ! Sat Set https://t.co/CzvXfILggk,positif, Ganjar-Mahfud memperlihatkan bahwa keberagaman dan inklusivitas menjadi kekuatan dalam merancang kebijakan perdagangan.  Juara ! Sat Set  ,16
Kemandirian pangan menjadi perhatian utama Ganjar-Mahfud untuk mendukung ketahanan perdagangan dalam negeri. @ursweetchocho Hebat ! Sat Set https://t.co/56PbbSXDWi,positif, Kemandirian pangan menjadi perhatian utama Ganjar-Mahfud untuk mendukung ketahanan perdagangan dalam negeri.  Hebat ! Sat Set  ,16
@aiskupisusu @CheckOutTerus @cakimiNOW Coba cara ini pasti berhasil tiap malam pas suami tidur bisikin di kupingnya utk pilih Anies Muhaimin good luck ,netral,    Coba cara ini pasti berhasil tiap malam pas suami tidur bisiki di kupingnya untuk pilih Anies Muhaimin bagus beruntung  ,19
Keberhasilan Ganjar-Mahfud dalam merumuskan kebijakan ekonomi menciptakan optimisme akan masa depan yang lebih cerah. @raniag1013 Juara ! Sat Set https://t.co/sExq3GK2tH,positif, Keberhasilan Ganjar-Mahfud dalam merumuskan kebijakan ekonomi menciptakan optimisme akan masa depan yang lebih cerah.  Juara ! Sat Set  ,18
Kebersamaan PKS dan Anies-Muhaimin adalah sinergi yang akan menghasilkan kebijakan-kebijakan pro-rakyat yang efektif. #PKSmenangAMIN PilihPKS CoblosAMIN,positif, Kebersamaan PKS dan Anies-Muhaimin adalah sinergi yang akan menghasilkan kebijakan-kebijakan pro-rakyat yang efektif.  PilihPKS CoblosAMIN ,15
@Opiniku018 @NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo istilah jawa : ngewel bos sory yeee sory yee aowkwowkwok,netral,      istilah jawa : ngewel bos maaf  hore maaf  hore ha ,10
Model timses yang sukses pengen lihat kandidat nyusen ini mah. Bahkan ia sendiri tau kalau @prabowo di rujak habis2san di debat awokawokawok,netral, Model timses yang sukses ingin lihat kandidat nyusen ini mah. Bahkan dia sendiri tahu kalau  di rujak habis habisan di debat ha ,22
@tetehhehe Setujuuu Harusnya anies mahfud atau mahfud anies,positif,  Setujuuu Harusnya anies mahfud atau mahfud anies ,7
Ganjar-Mahfud akan menggandeng pelaku industri untuk meningkatkan daya saing produk lokal di pasar internasional. @watermelnlv Hebat ! Pasti Lebih Baik https://t.co/hmwIeahkms,positif, Ganjar-Mahfud akan menggandeng pelaku industri untuk meningkatkan daya saing produk lokal di pasar internasional.  Hebat ! Pasti Lebih Baik  ,19
@msaid_didu @prabowo @aniesbaswedan Oposisi sebelah mana? Hanya @PKSejahtera partai pendukungnya yg lain gak jelas,netral,    Oposisi sebelah mana? Hanya  partai pendukungnya yang lain tidak jelas ,10
Ganjar dan Mahfud membuktikan bahwa penanganan kemiskinan bisa menjadi prioritas utama tanpa mengesampingkan kepentingan lain @penggunagalausk VisiMisi GanjarMahfud https://t.co/dTQqgKX7Y7,positif, Ganjar dan Mahfud membuktikan bahwa penanganan kemiskinan bisa menjadi prioritas utama tanpa mengesampingkan kepentingan lain  VisiMisi GanjarMahfud  ,17
@gibran_tweet mantap manula bertekuk lutut ,netral,  mantap manula bertekuk lutut  ,4
Keluarga Besar Nahdlatul Ulama (NU) mendeklarasikan dukungan kepada paslon nomor urut 1 Anies Baswedan dan Muhaimin Iskandar (Gus Imin) di Pilpres 2024. Keluarga Besar NU bakal menginstruksikan NU se-Indonesia memenangkan Anies-Cak Imin di pilpres. #AMINAjaDulu #AniesUnggul https://t.co/ay2alm2dkN,positif, Keluarga Besar Nahdlatul Ulama (NU) mendeklarasikan dukungan kepada paslon nomor urut 1 Anies Baswedan dan Muhaimin Iskandar (Gus Imin) di Pilpres 2024. Keluarga Besar NU bakal menginstruksikan NU se-Indonesia memenangkan Anies-Cak Imin di pilpres.    ,34
@Aryprasetyo85 @ganjarpranowo @mohmahfudmd @007koteka @03__nakula @__AnakKolong @_memoryusang @al_lasan @Marbot_Udien @GunRomli @seruanhl @serakyut @islah_bahrawi Pilihan terbaik pastinya pak ganjar mahfud,positif,              Pilihan terbaik pastinya pak ganjar mahfud ,6
@Resty_J_Cayah Lawannya tukang jahit. Lawan negarawan macam mahfud MD bisa ngompol dia.,netral,  Lawannya tukang jahit. Lawan negarawan macam mahfud MD bisa ompol dia. ,11
@ananatre @ainurohman Coba pasangan ini 1. Anies + Gibran (expert) 2. Prabowo + Muhaimin (rokie),netral,   Coba pasangan ini 1. Anies + Gibran (expert) 2. Prabowo + Muhaimin (rokie) ,13
Warga diajak untuk melihat Ganjar-Mahfud sebagai pemimpin yang memahami dinamika kehidupan sehari-hari. @succulant__ Hebat ! Pasti Lebih Baik https://t.co/TMVYXMUXG1,positif, Warga diajak untuk melihat Ganjar-Mahfud sebagai pemimpin yang memahami dinamika kehidupan sehari-hari.  Hebat ! Pasti Lebih Baik  ,17
@kba_news Pak anies dan pks seperti 2 sejoli yg sudah sangat klop. saling dukung dan saling bantu.,positif,  Pak anies dan pks seperti 2 sejoli yang sudah sangat klop. saling dukung dan saling bantu. ,16
@memelord_666666 Kalimat yg disampaikan P. Anies jelas mudah difahami lugas dan tajam. Kok digambarkan mbulet.,positif,  Kalimat yang disampaikan P. Anies jelas mudah dipahami lugas dan tajam. Kok digambarkan mbulet. ,14
@RcyberProj0 @jokowi @prabowo @Gerindra @gibran_tweet @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Mukidi lagi panik,netral,          Mukidi lagi panik ,3
Malam ini jadi supporter Mas @aniesbaswedan dulu.. Kalian pada nobar debat dimana? https://t.co/tebAgBZoP6,netral, Malam ini jadi pendukung Mas  dulu.. Kalian pada menonton bareng debat dimana?  ,12
YA ALLAH SEMOGA YANG JADI PRESIDEN TAUN INI PAK ANIES AND CAK IMIN PLISSS YA ALLAH ,positif, YA ALLAH SEMOGA YANG JADI PRESIDEN TAUN INI PAK ANIES AND CAK IMIN PLISSS YA ALLAH  ,16
Ganjar-Mahfud memprioritaskan perbaikan infrastruktur untuk mendukung kelancaran logistik perdagangan. @watermelongrl99 Juara ! Pasti Lebih Baik https://t.co/lktMv4KbSZ,positif, Ganjar-Mahfud memprioritaskan perbaikan infrastruktur untuk mendukung kelancaran logistik perdagangan.  Juara ! Pasti Lebih Baik  ,14
kalau masalah ekonomi kreatif pak mafud itu kurang namun bisa ke backup sama pak ganjar yang sangat aktif mengikuti perkembangan ekonomi kreatif ,netral, kalau masalah ekonomi kreatif pak mahfud itu kurang namun bisa ke cadangan sama pak ganjar yang sangat aktif mengikuti perkembangan ekonomi kreatif  ,22
@ainunnajib Pertanyaan Pak Anies semalam sangat mewakili sebagian rakyat biasa yg penasaran jg dg food estate dll. Klo bukan Pak Anies &amp; Pak Ganjar siapa yg lg yg berani &amp; punya kesempatan untuk menanyakan hal tsb ke beliau. Walaupun tajem tp masih sopan namanya jg debat. Jd lebih seru,positif,  Pertanyaan Pak Anies semalam sangat mewakili sebagian rakyat biasa yang penasaran juga  dengan  makanan perkebunan dll. Klo bukan Pak Anies &amp; Pak Ganjar siapa yang lagi yang berani &amp; punya kesempatan untuk menanyakan hal tersebut ke beliau. Walaupun tajam tapi masih sopan namanya juga  debat. Jd lebih seru ,48
anies sama ganjar jadi bestie gini mending ganjar jadi cawapresnya aja atuh cuy biar org org jg ga bingung milihnya wkwkwk,netral, anies sama ganjar jadi sahabat karib begini mending ganjar jadi cawapresnya saja atuh cuy biar orang org juga  tidak bingung pilihnya ha ,22
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Jadi Wowo ingin berkuasa tujuannya kepentingan pribadi biar usahanya lancar. Awokawokawok,netral,     Jadi Wowo ingin berkuasa tujuannya kepentingan pribadi biar usahanya lancar. Awokawokawok ,11
@fadlizon @prabowo Pak ? Lupa ingatan? Idealismemu cuma Duit,netral,   Pak ? Lupa ingatan? Idealismemu cuma Duit ,7
Investor Mau Garap Kereta Cepat ke Surabaya Anies masih pidato @msaid_didu @musniumar1r @alisyarief @bachrum_achmadi @cakimiNOW @dennyindrayana @aniesbaswedan @DokterTifa @MardaniAliSera @ZAEffendy @Muhammad_Saewad ,netral, Investor Mau Garap Kereta Cepat ke Surabaya Anies masih pidato             ,10
@9313Wak @prabowo Narasi. Goblok dari sisi Negatif pendukung si Janggar emang orang jatuh HARUS PINGSAN?,netral,   Narasi. Goblok dari sisi Negatif pendukung si Janggar memang orang jatuh HARUS PINGSAN? ,13
@bengkeldodo @99propaganda @_NusantaraLand_ @AndreasSolusi @EffendiRistriy1 @EricRicaldo @DarekaRendy @xquitavee @azissubekti @BANGHAYEK @blontankpoer Setuju makanya kami mendukung Ganjar Mahfud yg sat set dan tas tes,positif,            Setuju makanya kami mendukung Ganjar Mahfud yang sat set dan tas tes ,12
Gw cuma mau ada perubahan entah itu dari 01 atau 03 yang bakal merubah pemilu kali ini bener² ngebuka mata gw tentang kondisi negara yg memang gak baik-baik aja. Dan dengan nonton acara desak Anies gw merasa tercerdas kan gak lagi acuh tak acuh soal politik,netral, Gw cuma mau ada perubahan entah itu dari 01 atau 03 yang bakal merubah pemilu kali ini benar benar buka mata saya tentang kondisi negara yang memang tidak baik baik aja. Dan dengan menonton acara desak Anies saya merasa tercerdas kan tidak lagi acuh tidak acuh soal politik ,48
Padahal yang diomongin soal angin mungkin masuk akal cuma ya emang kebanyakan orang indo aja dangkal makannya banyak yang setuju sama Prabowo bantah Anies ngomong begitu.,netral, Padahal yang diomongi soal angin mungkin masuk akal cuma ya memang kebanyakan orang indonesia saja dangkal makannya banyak yang setuju sama Prabowo bantah Anies omong begitu. ,26
