full_text,sentiment,word_count,text_preprocessed
@gtobing2903 @AntonKu32183838 @ganjarpranowo @mohmahfudmd @gibran_tweet @Siantar72 @KaredokLeunca__ @Nagashima_007 Ho-oh mbak... Nir adab itu ‍️,0,6,ho oh mbak nir adab
@Nikmatul_Sg Maju terus pak Ganjar Mahfud yakin Pasti menang,0,8,maju ganjar mahfud menang
@Nikmatul_Sg Yakin dan optimis pak Ganjar dan pak Mahfud menang satu putaran pasti bisa,1,13,optimis ganjar mahfud menang putar
@DanteLokal Betul banget! Pak Anies Baswedan memang pilihan yang tepat. Jangan sampe Wakanda no more Indonesia forever! #AMINAjaDulu #DebatCapres,0,16,anies baswedan pilih wakanda indonesia
@KompasTV Pak anies pilihan terbaik. Kuylahh kita pilih guyss. Kalau pin harus kalah ada pak ganjar yg bisa menjadi pilihan kita kalau pak anies diputaran satu kalah. Jangan pilih PS. https://t.co/Q9pRAdX8in,1,30,anies pilih baik ayo pilih teman teman pin kalah ganjar pilih anies putar kalah pilih pas
Prabowo tersinggung krn diserang dan dilecehkan. Fans 01/03: Dasar emosian Giliran Mpud dan Min emosi krn diserang dan diolok-olok. Fans 01/03: Bocah gak punya etik ‍️‍️,0,26,prabowo singgung serang leceh gemar dasar emosi gilir mpud min emosi serang olok olok gemar bocah etik
@Gus_Raharjo Jangan ngomong doang noh di solo aslinya amburadul. Tetap #MahfudLebihBaik Ganjar Mahfud Satset https://t.co/vyHH4d0lR6,0,12,omong solo asli amburadul ganjar mahfud sat set sat set
Visi Ganjar-Mahfud menciptakan lapangan kerja baru melalui pertumbuhan sektor perdagangan. @WaTeRmeL8O_O8N Juara ! Sat Set https://t.co/5HduepmAaK,1,14,visi ganjar mahfud cipta lapang kerja tumbuh sektor dagang juara sat set
Soliditas PKS dengan Anies-Muhaimin adalah bentuk komitmen untuk menegakkan keadilan bagi semua lapisan masyarakat. #PKSmenangAMIN PilihPKS CoblosAMIN,1,16,soliditas pks anies muhaimin bentuk komitmen tegak adil lapis masyarakat pilih pks coblos amin
@BaladAMIN GUS MUHAIMIN dan PKB MANTAP ,1,5,gus muhaimin pkb mantap
@geloraco Gak mungkin ngalahin polling anies...buźr,0,6,alah mungut suara anies buzer
@rafiiii_10 @PartaiSocmed Sorry gw bukan buzzer gw murni dukung anies tanpa bayaran karena saya melihat beliau adalah sosok yang berintegritas dan cerdas,1,20,sori buzer murni dukung anies bayar beliau sosok integritas cerdas
@Parenrengi1927 @fadlizon @prabowo @gibran_tweet Itu muka belimbing sayur mau taruh dimana ?,0,8,muka belimbing sayur taruh mana
Padahal ekspektasi gue ada jawaban atas kinerja beliau yg salah atau bahkan keluar jalur Sehingga buat gue berpikir eh iya ya beliau begitu Tapi enggak gue malah makin yakin kalau pandangan publik tentang pak anies itu ya ulah buzzer dan penguasa,1,41,ekspektasi kinerja beliau salah jalur pikir eh iya iya beliau pandang publik anies iya ulah buzer kuasa
Anies Sindir IKN di Debat Capres: Rakyat Banyak Kebutuhan Tapi Malah Bangun Istana untuk Presiden https://t.co/4YvEsafnGC #beritajogja #jogja #jogjaistimewa https://t.co/Cza9qWAJTq,1,15,anies sindir ikn debat capres rakyat butuh bangun istana presiden
@Fahrihamzah @prabowo Haha jawaban yang disediakan ngga ada yang benar yang ada hanya emosi yang berlebihan terutama pada capres no urut 1 sampai hilang kendali sebegitu mendukung sampai harus buta mata dan hatinya #kasihan,0,31,ha sedia emosi capres urut hilang kendali dukung buta mata hati
Pada survei yg real spt ini Anies selalu unggul Tp dlm survei dgn metode siluman spt yg dirilis lembaga survei Anies selalu kalah Yg lebih bingung lagi itu lembaga survei Survei ny dimana dan kapan kita semua gk ada yg tau kapan mereka bikin voting,0,45,survei asli anies unggul survei metode siluman rilis lembaga survei anies kalah bingung lembaga survei survei nya mana bikin voting
jd scr esensi beda gak senyum anies ini dgn celingak-celinguknya gibran ke prof mahfud kemarin? ehehehe..:,0,16,esensi beda senyum anies celangak celinguk gibran profesor mahfud kemarin ha
@jiwa_serat @Chavesz08 Karna semua sudah dilakuin pak prabowo sedangkan pak Anies baru mau nemu idenya,-1,13,prabowo anies temu ide
Ganjar-Mahfud dianggap sebagai pemimpin yang memiliki visi jelas dalam mengelola sumber daya negara dengan bijak. @zsypaz Top ! Pasti Lebih Baik https://t.co/4MOeRe7WYL,1,20,ganjar mahfud anggap pimpin milik visi kelola sumber daya negara bijak top
@_redlips___ @manggalakurnia @txtdrimedia Mangkanya pak anies bilang menutup ikn sementara buat bangun puskesmas LOL lihat visi misinya,-1,14,anies bilang tutup ikn bangun puskesmas bodoh lihat visi misi
Penampilan Gibran Rakabuming Raka yang dinantikan publik mampu menjawab keingintahuan publik dan mengimbangi dua capres lainnya yakni Muhaimin Iskandar dan Mahfud MD. #Polhuk #AdadiKompas https://t.co/rHnh5mkEYS,-1,23,tampil gibran rakabuming raka nanti publik ingin tahu publik imbang capres muhaimin iskandar mahfud md
Jika ada dugaan bahwa Pemilu 2024 bakal rawan kecurangan dan tidak berlangsung secara jujur dan adil sebaiknya pasangan calon presiden: Anies-Muhaimin dan Ganjar-Mahfud sebaiknya mundur dari kontestasi biar Pemilu 2024 delegitimasi dan terjadi revolusi #entah,0,34,duga milu rawan curang jujur adil pasang calon presiden anies muhaimin ganjar mahfud mundur kontestasi biar milu delegitimasi revolusi
@jacobson19_ Anies emang cerdas dan empatik ke rakyat !,1,8,anies cerdas empatik rakyat
@txtdrbekasi Setuju Sebenerny eksekusi cak imin kurang berani Padahal klo omongan itu ke anies malah umpang lambung yg keren banget Tinggal bilang ya saya dulu setuju karna ini pemikiran bung karno tapi ketika pelaksanaannya jadi rebutan proyek perusahaan adik prabowo akhirnya saya tolak ,0,42,tuju eksekusi cak imin berani omong anies umpang lambung keren tinggal bilang iya tuju pikir karno pelaksanaannya rebut proyek usaha adik prabowo tolak
@rmol_id hangatnya sikap mas gibran membuat diri ini klepek klepek,1,9,hangat sikap mas gibran klepek klepek
@UyokBack S3lanjutnya team Anis team Ganjar harus bisa mematahkan keculasan seperti itu klo tidak kepalamu akan ditoyor² lagi sama anak haram konstitusi ,-1,22,tim anies tim ganjar patah culas kepala toyor toyor anak haram konstitusi
Kalo tidak ada kecurangan pemilu... insyaallah Pak Anis-Muhaimin akan menang Pilpres 2024,1,13,curang milu insya allah anies muhaimin menang pilpres
@Fahrihamzah Ini nyenggol @gibran_tweet bung fahri?,0,4,senggol fahri
@ifidens @IkhlasAbdulkad2 InsyaAllah AMIN Anies-Muhaimin No 1 ,1,5,insya allah amin anies muhaimin
Mas @gibran_tweet yg liat debat kemarin ga cuman akademisi pejabat tinggi pengamat tp jg abang gojek bakul sayur pengangguran &amp; rakyat jelata jd baiknya perjelas pertanyaan debat agar mayoritas penonton lebih paham,0,31,mas lihat debat kemarin akademisi pejabat amat abang gojek bakul sayur anggur rakyat jelata baik jelas debat mayoritas tonton paham
Agak mencemaskan kritisisme literasi dan analisa masyarakat kita setelah debat kemaren. Semua gagasan dari bapaknya dan bikinan timnya selain itu ada banyak argumen lemah yang disampaikan. Prof mahfud paham keadaan dan realitas tapi beliau kurang dalam penyampaian.,0,37,cemas kritisisme literasi analisis masyarakat debat kemarin gagas bapak bikin tim argumen lemah profesor mahfud paham realitas beliau penyampaian
Fadli @fadlizon klo lo punya kuping pasti denger klo anies tidak ada menyebut nilai TNI. Bedain nilai kerja TNI sama nilai kerja KEMENHAN .. https://t.co/A2SOEuhHHQ,-1,23,fadli kuping dengar anies sebut nilai tni beda nilai kerja tni nilai kerja kemenhan
memenangkan mas Gibran berarti saya akan menjadi adik dari Wakil Presiden #eh,0,11,menang mas gibran adik wakil presiden
@are_inismyname Anies hanya sedang mempertanyakan kinerja Kemenhan selama 4 tahun yang kebetulan di pimpin pak Prabowo jdi nggak ada salahnya.. dalam debat sudah biasa seperti itu selama substansi nya tetap tersampaikan,0,30,anies kinerja kemenhan pimpin prabowo salah debat substansi nya
@TxtdariHI @ganjarpranowo @aniesbaswedan @prabowo Ki ini mencolok banget Ganjar. Mudah dicerna bagi orang awam cara penyampaiannya. Enakeun #GanjarMahfudM3nangDebat,1,13,ki colok ganjar mudah cerna orang awam penyampaiannya enakeun
Juru Bicara Tim Pemenangan Nasional Anies Baswedan-Muhaimin Iskandar atau Timnas AMIN Angga Putra Fidrian buka suara soal sindiran cawapres nomor uru... https://t.co/Dt4hT0WHFw,0,21,juru bicara tim menang nasional anies baswedan muhaimin iskandar timnas amin angga putra fidrian buka suara sindir cawapres nomor urut
Pasangan Capres-Cawapres Anies-Muhaimin berkomitmen untuk menegakkan supremasi hukum di dalam NKRI #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/YszQiA2TxG,1,11,pasang capres cawapres anies muhaimin komitmen tegak supremasi hukum nkri
Bandingkan saja apa yang telah diperbuat pak Anies untuk bangsa ini dengan yang pak prabowo lakukan.,1,16,banding anies bangsa prabowo laku
@Anak__Ogi @PartaiSocmed @prabowo @Gerindra @andre_rosiade @fadlizon @habiburokhman Ini narkoboy kali ya...kok orang bisa berubah sedrastis ini....,0,9,narkoba kali iya orang ubah drastis
Keberhasilan Pak Ganjar dan Pak Mahfud di masa lalu memberikan keyakinan akan keberlanjutan kepemimpinan mereka yang positif Juara ! Pasti Lebih Baik https://t.co/X5EVsaJh2q,1,22,hasil ganjar mahfud yakin lanjut pimpin positif juara
jelas geng jokowi yg ngajarin si bocil gibran .. . . . .,0,13,geng jokowi ajar si bocil gibran
@herculep638 Yaa Allah... jadikanlah Anies -muhaimin jadi presiden dan wakil presiden... aamiin yaa Rabb,1,13,iya allah jadi anies muhaimin presiden wakil presiden amin iya rabb
@Fahrihamzah Prabowo menipu dirinya sendiri. Dia ingin bisnis yang lancar sisanya mengabdi untuk rakyat.,-1,13,prabowo tipu bisnis lancar sisa abdi rakyat
Dengan memfokuskan perhatian pada perilaku korup pejabat Ganjar-Mahfud ingin memberikan contoh kepemimpinan yang bersih dan beretika. @senum_fby Hebat ! Sat Set https://t.co/pHEzlkpeq0,1,20,fokus perhati perilaku korup pejabat ganjar mahfud contoh pimpin bersih etika hebat sat set
@VIVAcoid betull seperti pak Anies orgnya sabar pandai kontrol emosi tidak meledak ledak,1,12,anies orang sabar pandai kontrol emosi ledak ledak
Prabowo emosi serang Anies: Kalau Jokowi diktator Anda tidak mungkin jadi Gubernur! -- untung gak ada meja di depannya Hehehe https://t.co/4HWiJEF4Qn https://t.co/4HWiJEF4Qn,-1,20,prabowo emosi serang anies jokowi diktator gubernur untung meja depan ha
Ganjar-Mahfud menawarkan strategi cerdas dalam memanfaatkan teknologi untuk mendukung perkembangan perdagangan digital. @urskbyy_ Top ! Sat Set https://t.co/GBZTAUnjwR,1,16,ganjar mahfud tawar strategi cerdas manfaat teknologi dukung kembang dagang digital top sat set
@hasyimmah Muhaimin keringet dingin semalam cuma mengulang yg diomongin Mahfud,-1,9,muhaimin keringat dingin malam ulang omong mahfud
@gorunbiraz3 @NyaiiBubu @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @Gerindra @golkar_id @Official_PAN @fito_jefrico @Negaprions @eman_nahnu Hasil Survei sii Prabowo Gibran terkuat mari kita kawal teman2,1,11,hasil survei sih prabowo gibran kuat mari kawal teman teman
@stargzie alamnya pak ganjar alias anak e mbak,1,7,alam ganjar alias anak e mbak
Misi Anies-Muhaimin: Menggalakkan kampanye penghijauan perkotaan memperhatikan taman kota dan ruang terbuka hijau serta mendukung program penanaman pohon perkotaan,1,19,misi anies muhaimin galak kampanye hijau kota perhati taman kota ruang buka hijau dukung program tanam pohon kota
@Metro_TV @aniesbaswedan @prabowo @ganjarpranowo Dihati ini hanya ada pak prabowooooo,1,6,hati prabowo
Debat cawapres 2024. Muhaimin Iskandar dibuat keok Gibran Rakabumingraka https://t.co/dAfb2nyA82 https://t.co/WlFyIvNJRc,0,9,debat cawapres muhaimin iskandar keok gibran rakabuming raka
@CNNIndonesia Anies memiliki jiwa kepemimpinan yang sangat kuat,1,7,anies milik jiwa pimpin kuat
@IDF Yahhh tapi banyak yang mati nohh https://t.co/6DxGoJgNj2,0,6,iya mati
Visi Anies-Muhaimin: Menginisiasi kebijakan inklusi sosial bagi masyarakat marginal memperhatikan kebutuhan kelompok rentan dan memberikan akses yang setara terhadap layanan publik. #AMINku01,1,21,visi anies muhaimin inisiasi bija inklusi sosial masyarakat marjinal perhati butuh kelompok rentan akses setara layan publik
@Gus_Raharjo Bersama ganjar Mahfud Indonesia bakal lebil maju #MahfudLebihBaik Ganjar Mahfud Satset https://t.co/43c2pgWJg2,1,10,ganjar mahfud indonesia maju ganjar memahfud sat set sat set
@ganjarpranowo lucuu bgtt pas pak Ganjar kaget umur durian 300 tahun,0,10,lucu pas ganjar kaget umur durian
Dana Desa 5M slepetan dari Gus Muhaimin utk Pemerintah #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/6PBy3QBBJl,0,9,dana desa miliar slepetan gus muhaimin perin
@fadlizon @prabowo Iya genuin emosian ya om haha maaf,0,7,iya genuin emosi iya om ha maaf
Rakyat optimis Ganjar-Mahfud akan membawa transformasi positif dalam pengelolaan keuangan negara mewujudkan keadilan sosial. @_rain_blue_ Hebat ! Pasti Lebih Baik https://t.co/TdPTUu6V6H,1,19,rakyat optimis ganjar mahfud bawa transformasi positif kelola uang negara wujud adil sosial hebat
@kafiradikalis Ternyata ada cukong2 9 naga sdh disebut oleh @gibran_tweet ...awok awok wok wok..sdh jelas tujuan di bentuk nya IKN................................,0,19,cukong cukong naga ha awok ha ha tuju bentuk nya ikn
@fadlizon @Gerindra @Fraksi_Gerindra @prabowo @gibran_tweet Baguslah untuk menghibur diri... Bayar tukang survei bermiliar-miliar. Sudah idiot.,0,10,bagus hibur bayar tukang survei miliar miliar idiot
@Melihat_Indo Pak Ganjar adalah sosok yang sangat inspiratif beliau tidak hanya memiliki keahlian dalam memimpin tetapi juga memiliki kepedulian yang tinggi terhadap masyarakat.,1,22,ganjar sosok inspiratif beliau milik ahli pimpin milik peduli masyarakat
ALHAMDULILLAH ! BERKAT RAHMAT ALLAH SWT BPK ANIES BASWEDAN SELALUU MENANG KARENA ALLAH SWT SELALU BERSAMA KEBENARAN . https://t.co/m6INwmjwLj,0,18,alhamdulillah berkat rahmat allah swt anies baswedan menang allah swt benar
@Bangzuber @itsmenuy7 @amsyafli @ekowboy2 Diganti aja paslon o1 dgn Paimin (pak anis dan pak muhaimin),0,11,ganti paslon imin anies muhaimin
@kegblgnunfaedh Anies : sebenernya muhaimin bukan wakil saya,-1,7,anies muhaimin wakil
Ganjar-Mahfud memperhatikan keberlanjutan lingkungan dalam pengembangan sektor perdagangan. @winter_teary Hebat ! Pasti Lebih Baik https://t.co/KCgzIxtB6z,1,13,ganjar mahfud perhati lanjut lingkung embang sektor dagang hebat
@kikysaputrii Ganjar diluar berani berbicara nilai didebat tadi mutar2 ngga tegas berani menilai atas pertanyaan Anies. Anies mmg sendiri menghadapi mereka. Tapi tetap cool. Mari jujur menilai..,0,28,ganjar berani bicara nilai debat putar putar berani nilai anies anies hadap dingin mari jujur nilai
@DarahBiroe @jesicayosi022 @BuayaDaratweet @PartaiSocmed Sudahlah pernyataan @jesicayosi022 yg bilang Anies dipecat karena gak becus kerja GAK TERHUBUNG secara langsung sama sumber yg Anda berikan.,0,19,nyata bilang anies pecat becus kerja hubung langsung sumber
EVALUASI PASCA DEBAT #CAWAPRES &amp; CAPRES SIAPA PEMEMANG #PILPRES? ANIES #GA... https://t.co/RHBknUDdCh via @YouTube,0,11,evaluasi pasca debat capres memang anies via
WOI TOLONG MUHAIMIN ISKANDAR TINGGINY BERAPA!?? KAGET BGT,0,8,woi tolong muhaimin iskandar tinggi kaget
@itsindahg YA EMANG BUKAN KARENA ELU TAPI ELU YANG NYIRAMIN API MENJADI KONFLIK HORIZONTAL YA PANTEEEEKKKKK KRITISI TUH PUJAANMU PRABOWO SUBIANTO INISIATOR POLARISASI DI NEGERI INI. KOK BISA SEWATADOS ITU SIH you have no shame at all just like golongan itu. ,0,40,iya siram api konflik horizontal iya pantek kritisi puja prabowo subianto inisiator polarisasi negeri sewatados sih malu suka golong
@erickthohir @prabowo @gibran_tweet Semoga lekas sembuh pak,0,4,moga lekas sembuh
@budimandjatmiko @gibran_tweet Sibuk cebokin nih.,0,3,sibuk cebok ini
Melalui kebijakan progresif Ganjar-Mahfud akan membuka peluang lebih luas bagi pelaku usaha dalam negeri. @ttvntt_ Juara ! Pasti Lebih Baik https://t.co/UyVla7UakH,1,19,bija progresif ganjar mahfud buka peluang luas pelaku usaha negeri juara
@tutu_minoritas @xquitavee @prabowo Maklum si Vee ini takut kelaparan bisa ya berbalik 180 derajat dari menghina menjadi penjilat masih mending @budimandjatmiko dia hanya pindah mendukung walaupun hati nuraninya ngenes.....,0,25,maklum si vee takut lapar iya balik derajat hina jilat mending pindah dukung hati nurani enes
Calon Wakil Presiden No 1 Gus Muhaimin ikuti Debat tentang ekonomi baik .ekonomi kerakyatan maupun ekonomi digital kemudian keuangan pajak dan tata kelola APBN-APBD lalu soal investasi perdagangan infrastruktur dan perkotaan #SlepetNomic #AniesMuhaimin2024 #SlepetAjaGus https://t.co/hP2OKGr1Ef,0,31,calon wakil presiden gus muhaimin ikuti debat ekonomi ekonomi rakyat ekonomi digital uang pajak tata kelola apbn apbd investasi dagang infrastruktur kota
@Hilmi28 Ustad ndak jelas anda ini kemaren pas anies rendahkan prabowo anda dukung Gibran tidak ada merendahkan. Cuman main gimik anda sok2 suci.. Ustad kok fitnah,0,26,ustaz kemarin pas anies rendah prabowo dukung gibran rendah main gimik sok sok suci ustaz fitnah
@republikaonline demi perubahan Indonesia kami memilih Anies Muhaimin,1,7,ubah indonesia pilih anies muhaimin
@gondo_nico @mazzini_gsp @prabowo Para Pahlawan terdahulu juga jago Retorika buat bangkit dari penjajah. Kalo Londo Ireng mungkin bakal komplen sih.,0,17,pahlawan jago retorika bangkit jajah londo hitam komplain sih
@Ndons_Back sebagian besar rakyat ukuran rumahnya sebesar ruang keluarga pak prabowo gimana mau merakyat,0,13,rakyat ukur rumah ruang keluarga prabowo rakyat
Kasian @alamganjar14 baru aja aktif lagi di X langsung disama in sama @gibran_tweet &amp; @kaesangp yg dulu sok asik di Twiitter Emang boleh se bikin trauma netizen kyk gitu keluarga dinasti???,0,28,kasihan aktif kali langsung sama sok asyik twitter bikin trauma netizen keluarga dinasti
Melalui pemikiran cerdas Ganjar-Mahfud masyarakat percaya bahwa APBN-APBD akan dikelola dengan bijaksana demi kemajuan bangsa. @yujiwmori Top ! Pasti Lebih Baik https://t.co/a2MbKzNKYA,1,20,pikir cerdas ganjar mahfud masyarakat percaya apbn apbd kelola bijaksana maju bangsa top
@nurul54758814 @yantiJDT @BolaBolaAja @aniesbaswedan Fakta nya apa ya mas hutang Anies untuk formula e dan Ancol apakah bikin menjadi bermanfaat?,-1,16,fakta nya iya mas utang anies formula e ancol bikin manfaat
Rekam jejak tidak pernah bohong Anies selalu dekat dan ramah dengan penyandang disabilitas.. https://t.co/TMLi5MQNLD,0,13,rekam jejak bohong anies ramah penyandang disabilitas
Real pak anies malah nyerang duluan ga kayak debat yg pertama. Ganjar kalem2 aja dan fokus ke substansi debat. Yeah yg paslon 02 gtgt aja ,0,27,asli anies serang dulu debat ganjar kalem kalem fokus substansi debat hore paslon
@Melihat_Indo Pak Ganjar emang dari dulu kok orang nya sederhana Gak milih2 tempat mkan,1,14,ganjar orang nya sederhana pilih pilih makan
@fadlizon @prabowo @gibran_tweet Kami masyaraka golongan muda tidak sudi kalian menang menghalalkan segala cara untuk berkuasa reformasi bertujuan memberantas KKN dari tingkat pusat bukan tingkat pusat menjadi contoh KKN dan hanya gara-gara hafalan cawapres anda ini semua yg terjadi di maklumi kami tidak lupa,0,42,masyarakat golong muda sudi menang halal kuasa reformasi tuju berantas kkn tingkat pusat tingkat pusat contoh kkn gara gara hafal cawapres maklum lupa
@dsvwaikdjns @info_beragam Keberhasilan program-program yang dicanangkan oleh Pak Prabowo adalah bukti konkrit bahwa pemimpin tersebut mampu mengubah visi dan ide menjadi kenyataan yang bermanfaat.,1,22,hasil program program canang prabowo bukti konkret pimpin ubah visi ide nyata manfaat
Mana nih belimbing sayur @gibran_tweet,0,4,ini belimbing sayur
Saya : Bukan istri Ganjar Pranowo Bukan Anaknya Bukan Saudara Kandungnya Bukan Sepupu Bukan Kader PDIP Hanura Perindo dan PPP. Bukan Juga Punya Kepentingan Pribadi ( Proyek &amp; Jabatan ). Saya Hanya Rakyat Biasa Saya All out Kampanye Untuk #GanjarMahfud Jadi Sebagai Istri https://t.co/E1gcvl2Uh5,0,42,istri ganjar pranowo anak saudara kandung sepupu kader pdip hanura perindo ppp penting pribadi proyek jabat rakyat kampanye istri
Tema debat tercantum dalam Misi ketujuh Anies-Muhaimin yaitu: Memperkuat Sistem Pertahanan dan Keamanan Negara serta Meningkatkan Peran dan Kepemimpinan Indonesia dalam Kancah Politik Global untuk Mewujudkan Kepentingan Nasional dan Perdamaian Dunia. Ini rinciannya https://t.co/skMDgbiIiS,0,33,tema debat cantum misi tujuh anies muhaimin kuat sistem tahan aman negara tingkat peran pimpin indonesia kancah politik global wujud penting nasional damai dunia rinci
@ch_chotimah2 Kelemahan prabowo dr dulu gampang dibohongi ama pembisiknya yg ABS Makanya keok trus lawan jkw,0,15,lemah prabowo gampang bohong bisik habis keok lawan jokowi
@Nikmatul_Sg Wah rame banget merah pak Ganjar pak Mahfud layak di menang kan,0,12,ramai merah ganjar mahfud layak menang
Kelemahan Pertahanan adalah aib Negara pesawat yg usia pemakaian atau bekas gimana? ngadi sambi berusaha bertahan. Gas mas Anies...Top emang,1,20,lemah tahan aib negara pesawat usia pakai bekas ada sambi usaha tahan gas mas anies top
@KompasTV Mas gibran pemimpin muda yang tampan dan cerdas idola kaum wanita,1,11,mas gibran pimpin muda tampan cerdas idola kaum wanita
@kurawa @jokowi Pilihan saya jatuh pada Pak Anies di awal tetapi jika tidak menang pilihan saya akan beralih ke Pak Ganjar saya tidak akan ragu https://t.co/iGRystGspR,1,23,pilih jatuh anies menang pilih alih ganjar ragu
@TsamaraDKI Pada enggak bisa menerima kenyataan kalau mas Gibran yg meremehkan di bully dan di hina TERNYATA DALAM DEBAT MAS GIBRAN DILUAR EKPEKTASI DAN MENYAMPAIKAN VISINYA DENGAN BAIK .,0,28,terima nyata mas gibran remeh gertak hina debat mas gibr ekpektasi visi
Abah Anies udah yang terbaik ,0,5,abah anies baik
@xquitavee Tinggal di goa ya masak gk tau kehebatan pk anies pimpin jakarta,1,12,tinggal gue iya masak hebat anies pimpin jakarta
@bdrkahe118 @gghhjjkk580dr0 @jokowi @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @ganjarpranowo @mohmahfudmd @ajengcute16__ @P3n99u94t_ @iampw2__ Orang bijak akan memaafkan hal yang berlalu,0,7,orang bijak maaf
@kegblgnunfaedh @idextratime Jelas amin lah Anis Muhaimin Sebagai milenial ya yang jelas cerdas bukan yang hanya tegang tanpa gagasan .. ajang debat kok malah ngajak ngopi,1,24,amin anies muhaimin milenial iya cerdas tegang gagas ajang debat ajak kopi
@Hasbil_Lbs @prabowo @ganjarpranowo @aniesbaswedan Jadi semakin yakin pendukung nya pak Prabowo cuma 2 orang yg bodoh kebanyakan asam sulfat &amp; orang yg jadiin politik sebagai main2.,0,22,dukung nya prabowo orang bodoh kebanyakan asam sulfat orang politik main main
@NenkMonica @prabowo @gibran_tweet Emang orang nyumbang qur'an harus bisa baca qur'an neng?,0,9,orang sumbang quran baca quran neng
@FaldoMaldini @gibran_tweet Bang kadang kadang suka mikir ga anjir malu gue gitu ga ?,0,12,bang kadang kadang suka pikir anjir malu
@BgMaldiii @awlidax @idextratime Udah nonton debat yang di tv one kemarin? Muhaimin iskandar juga dia ketua partai PKB mantan menteri &amp; mantan wakil ketua MPR juga,0,23,tonton debat tv kemarin muhaimin iskandar ketua partai pkb mantan menteri mantan wakil ketua mpr
@ekowboy2 Pakai kerudung belakang Pak Anies siapa ya.... waduuh jadi salah fokus... https://t.co/ejNbShXr4S,0,11,pakai kerudung anies iya salah fokus
PRABOWO MESTINYA BERKACA PADA DIRINYA DIA ITU LOSEEEER,0,8,prabowo mesti kaca pecundang
@devy_casanofa Orang yg punya hati tulus pasti nalarnya pilih Ganjar-Mahfud,1,9,orang hati tulus nalar pilih ganjar mahfud
@_riverheaven @erickthohir @prabowo @gibran_tweet lapor doktor illegal banyak yg praktek di sini atas perintah izin mereka sdh di cabut ,0,15,lapor doktor ilegal praktik perintah izin pergi
@gibran_tweet Mas Gibran jangan maen Twitter banyak bocil baru sama orang2 Facebook pindah ke Twitter ,0,15,mas gibran main twitter bocil orang orang facebook pindah twitter
Food Estate terbukti tidak efektif mari dukung Pak Ganjar-Prof Mahfud untuk menciptakan langkah nyata dalam meningkatkan k3tahanan pangan. Kesejahteraan berkali lipat Indonesia Hebat ! @pitriamijar #GanjarPresidenRakyat #GanjarMahfud2024 #M3nangDebat4 #Coblos3 https://t.co/OYrImu1ils,1,24,makan kebun bukti efektif mari dukung ganjar profesor mahfud cipta langkah nyata tingkat tahan pangan sejahtera kali lipat indonesia hebat
@ManikMadridista @rizqiooo @BolaBolaAja dukung Prabowo hatrick gagal..,0,4,dukung prabowo hatrick gagal
@berlianidris @kikysaputrii @prabowo @gibran_tweet @kikysaputrii bisa tapi nggak berani ,0,4,berani
Setelah statement Pak Prabowo soal Gaza di debat ini harusnya @Gerindra malu sama ava semangkanya. Shame on you! https://t.co/eVxy9iANmW,0,17,nyata prabowo gaza debat malu ava semangka malu hidup
@rektrektrekt123 @Dahnilanzar @jokowi @prabowo @gibran_tweet Jumawa woyyy,0,2,jumawa woi
@Kimberley_PS08 Di X-Land ajah banyak kok pendukung Prabowo yang sebel sama fitnah mereka ,0,12,kali tanah dukung prabowo kesal fitnah
@kegblgnunfaedh @idextratime Terpaksa ganjar. Anies ga suka (subyektif) prabowo ada kaitannya sama 98 (sorry apapun alasannya 98 tidak termaafkan buatku) jadi mau ga mau ganjar.,-1,23,paksa ganjar anies suka subyektif prabowo kait sori apa alas maaf buat ganjar
@yusufagro @sonysello @prabowo @aniesbaswedan @AgusYudhoyono @andre_rosiade @BANGSAygSUJUD @Kimberley_2024 @Chavesz08 @G0mb4k @Gerindra @anisabayan1 @_kiranalara @datuakrajoangek Memang pak Anies dipecat Krn apa? Cb sebutkan,0,8,anies pecat coba sebut
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @mustafaagus007 Yess dan di palembang ada seorang anak kecil yg banting tulang demi adik2nya. Semoga cita2 pendiri bangsa ini bisa diwujudkan oleh pak anies,0,24,iya palembang anak banting tulang adik adik moga cita cita diri bangsa wujud anies
Summary #debatcapres2024 : - Anies : runut panjang lebar sesuai talent beliau : Dosen - Prabowo : Tentara Ngomong kurang konsepnya action - action - action - Ganjar : Make tangan Anies dan Quote Jokowi buat nyerang 02,0,37,ringkas anies runut lebar sesuai bakat beliau dosen prabowo tentara omong konsep aksi aksi aksi ganjar pakai tangan anies kutip jokowi serang
Bravo @trisakti08 Bravo Pak @prabowo Bravo Mas @gibran_tweet Salam kemenangan satu putaran @HaposanBatubara Sehat selalu Mas Hasyim https://t.co/B9qVAEGAzv,0,13,bagus bagus bagus mas salam menang putar sehat mas hasyim
@kegblgnunfaedh Tetap all in prabowo gibran,1,5,prabowo gibran
